DocumentID,DocumentName,RequestID,RequestRaw,RequestClean,RequestCleanNoStop
7409343998596336793,"Evangelo, Brandt & Lippert, P.A..pdf",187,"18. Plaintiff’s use of the available functional and operational seat belt/shoulder harness 
restraint system, at the tim e and place of the incident described in the Complaint, would 
have prevented or lessened the injury and damage alleged by Plaintiff(s).",plaintiff’s use of the available functional and operational seat beltshoulder harness restraint system at the tim e and place of the incident described in the complaint would have prevented or lessened the injury and damage alleged by plaintiffs,plaintiff’s use available functional operational seat beltshoulder harness restraint system tim e place incident described complaint would prevented lessened injury damage alleged plaintiffs
7409343998596336793,"Evangelo, Brandt & Lippert, P.A..pdf",188,"19. This action is subject to the Florida Motor Vehicle No -Fault Law, Florida Statute Sections 
627.730 – 627.7405.",this action is subject to the florida motor vehicle no fault law florida statute sections 627730 – 6277405,this action subject florida motor vehicle fault law florida statute sections 627730 – 6277405
7409343998596336793,"Evangelo, Brandt & Lippert, P.A..pdf",189,"20. Plaintiff  is insured person under the Personal Injury Protection portion of an automobile 
insurance policy which was in force on the date of the incident described in the Complaint 
which provides payment of benefits of eighty (80%) percent of all reasonable and nec essary 
medical expenses incurred and sixty (60%) percent of loss of income or earning capacity 
from inability to work as a result of injury sustained from the incident described in the 
Complaint to a maximum of Ten Thousand ($10,000.00) Dollars.",plaintiff is insured person under the personal injury protection portion of an automobile insurance policy which was in force on the date of the incident described in the complaint which provides payment of benefits of eighty 80 percent of all reasonable and nec essary medical expenses incurred and sixty 60 percent of loss of income or earning capacity from inability to work as a result of injury sustained from the incident described in the complaint to a maximum of ten thousand $1000000 dollars,plaintiff insured person under personal injury protection portion automobile insurance policy force date incident described complaint provides payment benefits eighty 80 percent reasonable nec essary medical expenses incurred sixty 60 percent loss income earning capacity inability work result injury sustained incident described complaint maximum ten thousand $1000000 dollars
7409343998596336793,"Evangelo, Brandt & Lippert, P.A..pdf",190,"21. Admit that on the date of the accident which is the subject of this lawsuit that Plaintiff was 
eligible for Medicare and/or Medicaid.",admit that on the date of the accident which is the subject of this lawsuit that plaintiff was eligible for medicare andor medicaid,admit date accident subject lawsuit plaintiff eligible medicare medicaid
7409343998596336793,"Evangelo, Brandt & Lippert, P.A..pdf",191,"22. Admit on the date of this accident which is the subject of this lawsuit that Plaintiff was 
insured under the policy of insurance  which included coverage through Medicare and/or 
Medicaid.",admit on the date of this accident which is the subject of this lawsuit that plaintiff was insured under the policy of insurance which included coverage through medicare andor medicaid,admit date accident subject lawsuit plaintiff insured under policy insurance included coverage through medicare medicaid
7409343998596336793,"Evangelo, Brandt & Lippert, P.A..pdf",192,"23. Admitted that Plaintiff was entitled to coverage through Medicare and/or Medicaid from 
the time of the car accident that is the subject of this lawsuit up until the date of the filing 
of this reque st for admissions.",admitted that plaintiff was entitled to coverage through medicare andor medicaid from the time of the car accident that is the subject of this lawsuit up until the date of the filing of this reque st for admissions,admitted plaintiff entitled coverage through medicare medicaid time car accident subject lawsuit up until date filing reque st admissions
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",193,"1. Plaintiff received or is entitled to receive benefits from a collateral
source, as defined by Florida Statute 768.76, for medical bills alleged to have been
incurred as a result of the incident described in the Complaint.",plaintiff received or is entitled to receive benefits from a collateral source as defined by florida statute 76876 for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits collateral source defined florida statute 76876 medical bills alleged incurred result incident described complaint
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",194,"2. Plaintiff received or is entitled to receive benefits from a collateral
source, as defined by Florida Statute 768.76, for loss of wages or income alleged to
have been sustained as a result of the incident described in the Complaint.",plaintiff received or is entitled to receive benefits from a collateral source as defined by florida statute 76876 for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received entitled receive benefits collateral source defined florida statute 76876 loss wages income alleged sustained result incident described complaint
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",195,"3. Plaintiff received or is entitled to receive benefits under the Personal
Injury Protection portion of an automobile policy for medical bills alleged to have
been incurred as a result of the incident described in the Complaint.",plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",196,"4. Plaintiff received or is entitled.to receive benefits under the Personal
Injury Protection portion of an automobile policy for loss of wages or income
alleged to have been sustained as a result of the incident described in the
Complaint.",plaintiff received or is entitledto receive benefits under the personal injury protection portion of an automobile policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received entitledto receive benefits under personal injury protection portion automobile policy loss wages income alleged sustained result incident described complaint
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",197,"5. Plaintiff received or is entitled to receive benefits under the medical
payments provisions of an automobile insurance policy for medical bills alleged to
have been incurred as a result of the incident described in the Complaint.",plaintiff received or is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",198,"6. Plaintiff is subject to a deductible under the Personal Injury Protection
portion of an automobile insurance policy.",plaintiff is subject to a deductible under the personal injury protection portion of an automobile insurance policy,plaintiff subject deductible under personal injury protection portion automobile insurance policy
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",199,"7. Plaintiff received or is entitled to receive benefits pursuant to personal
or group health insurance policy, for medical bills alleged to have been incurred as
a result of the incident described in the Complaint.",plaintiff received or is entitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",200,"8. Plaintiff received or is entitled to receive benefits pursuant to a
personal or group wage continuation plan or policy, for loss of wages or income
alleged to have been sustained as. a result of the incident described in the
Complaint.",plaintiff received or is entitled to receive benefits pursuant to a personal or group wage continuation plan or policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received entitled receive benefits pursuant personal group wage continuation plan policy loss wages income alleged sustained result incident described complaint
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",201,"9. Plaintiff, at the time and place of the incident described in the
Complaint, had available a functional and operational seatbelt/shoulder harness
restraint system.",plaintiff at the time and place of the incident described in the complaint had available a functional and operational seatbeltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seatbeltshoulder harness restraint system
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",202,"10. Plaintiff, at the time and place of the incident described in the
Complaint, was not using the. available functional and operational seatbelt/shoulder
harness restraint system.",plaintiff at the time and place of the incident described in the complaint was not using the available functional and operational seatbeltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seatbeltshoulder harness restraint system
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",203,"11. Plaintiffs use of the available functionaji and operational
seatbelt/shoulder harness restraint system, at the time and place of the incident
described in the Complaint, would have prevented or lessened the injury and
damage alleged by Plaintiff
12. This action is subject to the Florida Motor Vehicle No-Fault Law,
Florida Statute 627.730 - 627.7405.",plaintiffs use of the available functionaji and operational seatbeltshoulder harness restraint system at the time and place of the incident described in the complaint would have prevented or lessened the injury and damage alleged by plaintiff 12 this action is subject to the florida motor vehicle nofault law florida statute 627730  6277405,plaintiffs use available functionaji operational seatbeltshoulder harness restraint system time place incident described complaint would prevented lessened injury damage alleged plaintiff 12 action subject florida motor vehicle nofault law florida statute 627730 6277405
3715722606813109339,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",204,"13. Plaintiff is an insured person under the Personal Injury Protection
portion of an automobile insurance policy which was in force on the date of the
incident described in the Complaint which provides payments of benefits of eighty
percent (80%) of all reasonable and necessary medical expenses incurred and sixty
percent (60%) of loss or income or earning capacity from inability to work as a
result of the injury sustained from the incident described in the Complaint to a
maximum of Ten Thousand Dollars ($10,000.00).",plaintiff is an insured person under the personal injury protection portion of an automobile insurance policy which was in force on the date of the incident described in the complaint which provides payments of benefits of eighty percent 80 of all reasonable and necessary medical expenses incurred and sixty percent 60 of loss or income or earning capacity from inability to work as a result of the injury sustained from the incident described in the complaint to a maximum of ten thousand dollars $1000000,plaintiff insured person under personal injury protection portion automobile insurance policy force date incident described complaint provides payments benefits eighty percent 80 reasonable necessary medical expenses incurred sixty percent 60 loss income earning capacity inability work result injury sustained incident described complaint maximum ten thousand dollars $1000000
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",205,"1. That at the time of the subject accident, the vehicle occupied by you was equipped 
with operational seat belts  which were available for your use.",that at the time of the subject accident the vehicle occupied by you was equipped with operational seat belts which were available for your use,that time subject accident vehicle occupied equipped operational seat belts available use
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",206,"2. That at the time of the subject accident, you were not wearing a seat belt.",that at the time of the subject accident you were not wearing a seat belt,that time subject accident wearing seat belt
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",207,"3. That you received or are entitled to receive benefits from a collateral source, as 
defined by Florida Statute 627.736 or Florida Statute 768.76, for medical bills alle ged to have 
been incurred as a result of the incident described in the Complaint.",that you received or are entitled to receive benefits from a collateral source as defined by florida statute 627736 or florida statute 76876 for medical bills alle ged to have been incurred as a result of the incident described in the complaint,that received entitled receive benefits collateral source defined florida statute 627736 florida statute 76876 medical bills alle ged incurred result incident described complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",208,"4. That you received or are entitled to receive benefits from a collateral source, as 
defined by Florida Statute 627.736 or 768.76, for loss of wages or income alleged to ha ve been 
sustained as a result of the incident described in the Complaint.",that you received or are entitled to receive benefits from a collateral source as defined by florida statute 627736 or 76876 for loss of wages or income alleged to ha ve been sustained as a result of the incident described in the complaint,that received entitled receive benefits collateral source defined florida statute 627736 76876 loss wages income alleged ha ve sustained result incident described complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",209,"5. That you received or are entitled to receive benefits under the Personal Injury 
Protection portion of an automobile policy for medical bills alleged to have been incurred as a 
result of the incident described in the Complaint.",that you received or are entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,that received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",210,"6. That you received or are entitled to receive benefits under the Personal Injury 
Protection portion of an automobile insurance policy for loss of wages or income alleged to have 
been sustained as a result  of the incident described in the Complaint.",that you received or are entitled to receive benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,that received entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",211,"7. That you received or are entitled to receive benefits under the medical payments 
provisions of an automobile insurance policy for medical bills alleged to have been incurred as a 
result of the incident descr ibed in the Complaint.",that you received or are entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident descr ibed in the complaint,that received entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident descr ibed complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",212,"8. That you are subject to a deductible under the Personal Injury Protection portion 
of an automobile insurance policy.",that you are subject to a deductible under the personal injury protection portion of an automobile insurance policy,that subject deductible under personal injury protection portion automobile insurance policy
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",213,"9. That you received or are entitled to receive benefits pursuant to personal or group 
health insurance policy,  for medical bills alleged to have been incurred as a result of the incident 
described in the Complaint.",that you received or are entitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,that received entitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",214,"10. That you received or are entitled to receive benefits pursuant to a personal or 
group wage continuation plan or policy for loss of wages or income  alleged to have been 
sustained as a result of the incident described in the Complaint.",that you received or are entitled to receive benefits pursuant to a personal or group wage continuation plan or policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,that received entitled receive benefits pursuant personal group wage continuation plan policy loss wages income alleged sustained result incident described complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",215,"11. That you are an insured person under the Personal Injury Protection portion of an 
automobile insurance policy which was in force on the date of the incident descri bed in the 
Complaint which provides payment of benefits of eighty percent (80%) of all reasonable and 
necessary medical expenses incurred and sixty percent (60%) of loss of income or earning capacity 
from inability to work as a result of injury sustained f rom the incident described in the Complaint.",that you are an insured person under the personal injury protection portion of an automobile insurance policy which was in force on the date of the incident descri bed in the complaint which provides payment of benefits of eighty percent 80 of all reasonable and necessary medical expenses incurred and sixty percent 60 of loss of income or earning capacity from inability to work as a result of injury sustained f rom the incident described in the complaint,that insured person under personal injury protection portion automobile insurance policy force date incident descri bed complaint provides payment benefits eighty percent 80 reasonable necessary medical expenses incurred sixty percent 60 loss income earning capacity inability work result injury sustained f rom incident described complaint
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",216,12. That you are not making any claim for past wage loss.,that you are not making any claim for past wage loss,that making claim past wage loss
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",217,"13. That you are not making any claim for damages for the inability to earn wages in 
the future.",that you are not making any claim for damages for the inability to earn wages in the future,that making claim damages inability earn wages future
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",218,"14. That you have been involved in one or more motor veh icle accidents prior to the 
subject accident.",that you have been involved in one or more motor veh icle accidents prior to the subject accident,that involved one more motor veh icle accidents prior subject accident
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",219,15. That you have a prior felony conviction.,that you have a prior felony conviction,that prior felony conviction
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",220,16. That you have a prior conviction involving dishonesty or false statements.,that you have a prior conviction involving dishonesty or false statements,that prior conviction involving dishonesty false statements
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",221,"17. That your  normal faculties or judgment was impaired at the time of the subject 
accident.",that your normal faculties or judgment was impaired at the time of the subject accident,that normal faculties judgment impaired time subject accident
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",222,"18. That you had been drinking alcohol within eight (8) hour s prior to the subject 
accident.",that you had been drinking alcohol within eight 8 hour s prior to the subject accident,that drinking alcohol within eight 8 hour s prior subject accident
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",223,"19. That you had taken drugs/medications within eight (8) hour s prior to the subject 
accident.",that you had taken drugsmedications within eight 8 hour s prior to the subject accident,that taken drugsmedications within eight 8 hour s prior subject accident
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",224,"20. That you have  been involved in one or more motor vehicle accidents subsequent 
to the subject accident.",that you have been involved in one or more motor vehicle accidents subsequent to the subject accident,that involved one more motor vehicle accidents subsequent subject accident
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",225,"21. That you have been involved in one or more slip and fall accidents prior to the 
subject accident.",that you have been involved in one or more slip and fall accidents prior to the subject accident,that involved one more slip fall accidents prior subject accident
1733322860290242369,"FLANAGAN & MANIOTIS, P.A..pdf",226,"22. That you have been involved in one or more slip and fall accidents subsequent to 
the subject accident.",that you have been involved in one or more slip and fall accidents subsequent to the subject accident,that involved one more slip fall accidents subsequent subject accident
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",227,"1. Plaintiff received benef its from a collateral source, as defined by Florida 
Statute 627.736 or Florida Statute 768.76, for medical bills alleged to have been 
incurred as a result of the incident described in the Complaint.",plaintiff received benef its from a collateral source as defined by florida statute 627736 or florida statute 76876 for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benef its collateral source defined florida statute 627736 florida statute 76876 medical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",228,"2. Plaintiff is entitled to receive benefits from a collater al source, as 
defined by Florida Statute 627.736 of Florida Statute 768.76, for medical bills alleged 
to have been incurred as a result of the incident described in the Complaint.",plaintiff is entitled to receive benefits from a collater al source as defined by florida statute 627736 of florida statute 76876 for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits collater al source defined florida statute 627736 florida statute 76876 medical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",229,"3. Plaintiff received benefits from a collateral source, as defined by Florida 
Statute 627.736 or Florida Statute 768.76, for loss of wages or income, alleged to have been sustained as a result of the incident described in the Complaint.",plaintiff received benefits from a collateral source as defined by florida statute 627736 or florida statute 76876 for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received benefits collateral source defined florida statute 627736 florida statute 76876 loss wages income alleged sustained result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",230,"4. Plaintiff is entitled to receive benefits from a collateral source, as 
defined by Florida Statute  627.736 or Florida Statute 768.76, for loss of wages or 
income, alleged to have been sustained as a result of the incident described in the 
Complaint.",plaintiff is entitled to receive benefits from a collateral source as defined by florida statute 627736 or florida statute 76876 for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff entitled receive benefits collateral source defined florida statute 627736 florida statute 76876 loss wages income alleged sustained result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",231,"5. Plaintiff received benefits under the Personal Injury Protection portion 
of an automobile policy for med ical bills alleged to have been incurred as a result of 
the incident described in the Complaint.",plaintiff received benefits under the personal injury protection portion of an automobile policy for med ical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile policy med ical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",232,"6. Plaintiff is entitled to receive benefits under the Personal Injury 
Protection portion of an automobile policy for medical bills alleged to have been 
incurred as a result of the incident described in the Complaint.",plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",233,"7. Plaintiff received benefits under the Personal Injury Protection portion 
of the automobile insurance policy for loss of wages or income alleged to have been 
sustained as a result of the incident described in the Complaint.",plaintiff received benefits under the personal injury protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",234,"8. Plaintiff is entitled to receive benefits under the Personal Injury 
Protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the Complai nt.",plaintiff is entitled to receive benefits under the personal injury protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complai nt,plaintiff entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complai nt
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",235,"9. Plaintiff received benefits under the medical payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result 
of the incident described in the Complaint.",plaintiff received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",236,"10. Plaintiff is entitled to receive benefits under the medical payments 
provisions of an automobile insurance policy for medical bills alleged to have been 
incurred as a result of the incident described in the Complaint.",plaintiff is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",237,"11. Plaintiff is subject to a deductible under the Personal Injury Protection 
portion of a n automobile insurance policy.",plaintiff is subject to a deductible under the personal injury protection portion of a n automobile insurance policy,plaintiff subject deductible under personal injury protection portion n automobile insurance policy
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",238,"12. Plaintiff received benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result 
of the incident described in the Complaint.",plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",239,"13. Plaintiff is entitled to  receive benefits pursuant to a personal or group 
health insurance policy or policies, for medical bills alleged to have been incurred as 
a result of the incident described in the Complaint.",plaintiff is entitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",240,"14. Plaintiff received benefits pursuant to a personal or group wage 
continuation plan or policy, for loss of wages or income alleged to have been sustained as a result of the incident described in the Complaint.",plaintiff received benefits pursuant to a personal or group wage continuation plan or policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received benefits pursuant personal group wage continuation plan policy loss wages income alleged sustained result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",241,"15. Plaintiff is entitled received benefits pursuant to a personal or group 
wage continuation plan or policy, for lo ss of wages or income alleged to have been 
sustained as a result of the incident described in the Complaint.",plaintiff is entitled received benefits pursuant to a personal or group wage continuation plan or policy for lo ss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff entitled received benefits pursuant personal group wage continuation plan policy lo ss wages income alleged sustained result incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",242,"16. Plaintiff, at the time and place of the incident described in the 
Complaint, had available a functional and operational seat belt/should harness 
restraint system.",plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshould harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshould harness restraint system
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",243,"17. Plaintiff, at the time and place of the incident described in the 
Complaint, was not using the available functional and operational seat belt/should 
harness restraint system.",plaintiff at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshould harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshould harness restraint system
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",244,"18. Plaintiff’s use of the available functional and operational seat 
belt/shoulder harness restraint system, at the time and place of the incident described    CASE NO.: 05 -2022- CA-031639  
4 
 
150 SOUTHEAST SECOND AVENUE, SUITE 1200 · MIAMI, FLORIDA 33131    
TELEPHONE: 305 -379-3686 · FACSIMILE: 305 -379-3690  in the Complaint, would have prevented or lessened the injury and damage alleged 
by the Plaintiff.",plaintiff’s use of the available functional and operational seat beltshoulder harness restraint system at the time and place of the incident described case no 05 2022 ca031639 4 150 southeast second avenue suite 1200 · miami florida 33131 telephone 305 3793686 · facsimile 305 3793690 in the complaint would have prevented or lessened the injury and damage alleged by the plaintiff,plaintiff’s use available functional operational seat beltshoulder harness restraint system time place incident described case 05 2022 ca031639 4 150 southeast second avenue suite 1200 · miami florida 33131 telephone 305 3793686 · facsimile 305 3793690 complaint would prevented lessened injury damage alleged plaintiff
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",245,"19. The action is subject to the Florida Motor Vehicle No- Fault Law, Flor ida 
Statute Sections 627.730 – 627.7405.",the action is subject to the florida motor vehicle no fault law flor ida statute sections 627730 – 6277405,the action subject florida motor vehicle fault law flor ida statute sections 627730 – 6277405
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",246,"20. At the time and place of the incident described in the Complaint, 
Plaintiff complied with the provisions and security requirements set forth in Florida 
Statute 627.733.",at the time and place of the incident described in the complaint plaintiff complied with the provisions and security requirements set forth in florida statute 627733,at time place incident described complaint plaintiff complied provisions security requirements set forth florida statute 627733
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",247,"21. Plaintiff is an insured person under the Perso nal Injury Protection 
portion of an automobile insurance policy which was in force on the date of the incident described in the Complaint which provides payment of benefits for  all 
reasonable and necessary medical expenses incurred and a percentage  of loss of 
income or earing capacity from inability to work as a result of the injury sustained 
from the incident described in the Complaint.",plaintiff is an insured person under the perso nal injury protection portion of an automobile insurance policy which was in force on the date of the incident described in the complaint which provides payment of benefits for all reasonable and necessary medical expenses incurred and a percentage of loss of income or earing capacity from inability to work as a result of the injury sustained from the incident described in the complaint,plaintiff insured person under perso nal injury protection portion automobile insurance policy force date incident described complaint provides payment benefits reasonable necessary medical expenses incurred percentage loss income earing capacity inability work result injury sustained incident described complaint
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",248,"22. As a result of the collision which is the subject of this litigation, you were 
not permanently injured.",as a result of the collision which is the subject of this litigation you were not permanently injured,as result collision subject litigation permanently injured
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",249,"23. One or more of your medical providers has a letter of protection in their 
favor, for your care and/or treatment, as a result of the incident which is the subject 
matter of the above captioned matter.",one or more of your medical providers has a letter of protection in their favor for your care andor treatment as a result of the incident which is the subject matter of the above captioned matter,one more medical providers letter protection their favor care treatment result incident subject matter above captioned matter
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",250,"24. Prior to the date of the motor vehicle accident, which is the subject of 
this lawsuit, Plaintiff has suffered from the same injuries and/or conditions for which 
he is claiming in this matter.",prior to the date of the motor vehicle accident which is the subject of this lawsuit plaintiff has suffered from the same injuries andor conditions for which he is claiming in this matter,prior date motor vehicle accident subject lawsuit plaintiff suffered same injuries conditions claiming matter
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",251,"25. Prior to the date of the motor vehicle accident, which is the subject of 
this lawsuit, Plaintiff was assigned a permanent impairment rati ng by a physician.",prior to the date of the motor vehicle accident which is the subject of this lawsuit plaintiff was assigned a permanent impairment rati ng by a physician,prior date motor vehicle accident subject lawsuit plaintiff assigned permanent impairment rati ng physician
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",252,"26. Prior to the date of the motor vehicle accident, which is the subject of 
this lawsuit, Plaintiff has been involved in a motor vehicle accident in which he 
injured the same parts of his body for which he is claiming injury in this matter.",prior to the date of the motor vehicle accident which is the subject of this lawsuit plaintiff has been involved in a motor vehicle accident in which he injured the same parts of his body for which he is claiming injury in this matter,prior date motor vehicle accident subject lawsuit plaintiff involved motor vehicle accident injured same parts his body claiming injury matter
1320492635755720802,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",253,"27. Prior to the date of the motor vehicle accident, which is the subject of 
this lawsuit, Plaintiff has made a claim and/or filed a lawsuit for the same injuries 
and/or conditions for which he is claiming in this matter.",prior to the date of the motor vehicle accident which is the subject of this lawsuit plaintiff has made a claim andor filed a lawsuit for the same injuries andor conditions for which he is claiming in this matter,prior date motor vehicle accident subject lawsuit plaintiff made claim filed lawsuit same injuries conditions claiming matter
