GroupID,DocumentName,RequestID,RequestClean,RequestCleanNoStop,RequestRaw
4,LAW OFFICE OF REBECCA WOLTJER.pdf,468,plaintiff is entitled to receive benefits pursu ant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits pursu ant personal group health insurance policy medical bills alleged incurred result incident described complaint,"13. Plaintiff is  entitled to receive benefits pursu ant to personal or group health 
insurance policy, for medical bills alleged to have been incurred as a result of the incident described in the Complaint."
4,LAW OFFICE OF YVONNE S. PANDOLFO.pdf,608,plaintiffs received benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiffs received benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"21. Plaintiff(s)  received benefits  pursuant to personal or group health insurance 
policy, for medical  bills alleged to have been incurred as a result of the incident  described in the 
Complaint."
4,LAW OFFICE OF YVONNE S. PANDOLFO.pdf,609,plaintiffs is entitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiffs entitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"22. Plaintiff(s)  is entitled to receive  benefits pursuant to personal  or group health  
insurance policy,  for medical bills alleged to have been  incurred as a result of the incident  
described in the Complaint."
4,LAW OFFICES OF DOLINA LORDEUS LASCAZE.pdf,645,plaintiff received benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"12. Plaintiff received benefits pursuant to personal or group health insurance policy, for 
medical bills alleged to have been incurred as a result of the incident described in the Complaint."
4,LAW OFFICES OF DOLINA LORDEUS LASCAZE.pdf,646,plaintiff is entitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"13. Plaintiff is entitled to receive benefits pursuant to personal or group health insurance 
policy, for medical bills alleged to have been incurred as a result of the incident described in the 
Complaint."
4,Law Office of Bradley D. Martin.pdf,352,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident describ ed complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident describ ed in 
the Complaint."
4,Law Office of Bradley D. Martin.pdf,353,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,Law Office of Jose C. Fernandez.pdf,409,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident describ ed complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident describ ed in 
the Complaint."
4,Law Office of Jose C. Fernandez.pdf,410,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,Law Office of Robert J. Smith.pdf,498,plaintiff received benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"12. Plaintiff  received benefits pursuant to personal or group health  insurance policy, for medical bills 
alleged to have been incurred as a result of the incident described in the Complaint."
4,Law Office of Terryl Blackmon Walker.pdf,541,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident describ ed complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident describ ed in 
the Complaint."
4,Law Office of Terryl Blackmon Walker.pdf,542,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,Law Office of Vivian M. Knapp.pdf,570,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident describ ed complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident describ ed in 
the Complaint."
4,Law Office of Vivian M. Knapp.pdf,571,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,Law Offices of Angela M. Castronovo.pdf,624,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident describ ed complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident describ ed in 
the Complaint."
4,Law Offices of Angela M. Castronovo.pdf,625,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,Law Offices of Michael W. Carrol.pdf,725,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident describ ed complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident describ ed in 
the Complaint."
4,Law Offices of Michael W. Carrol.pdf,726,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,Law Offices of Sonya S. Wesner.pdf,773,plaintiff received benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"12. Plaintiff received benefits pursuant to personal or group health insurance policy, for 
medical bills alleged to have been incurred as a result of the incident described in the Complaint."
4,Law Offices of Sonya S. Wesner.pdf,774,plaintiff is entitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"13. Plaintiff is entitled to receive benefits pursuant to personal or group health insurance 
policy, for medical bills alleged to have been incurred as a result of the incident described in the 
Complaint."
4,Law Offices of Tiffany Eisenberg.pdf,802,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident describ ed complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident describ ed in 
the Complaint."
4,Law Offices of Tiffany Eisenberg.pdf,803,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,"Rissman, Barrett.pdf",898,please admit plaintiff received benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff received benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"12. Please admit Plaintiff received benefits pursuant to personal or group health 
insurance policy, for medical bills alleged to have been incurred as a result of the incident described 
in the Complaint."
4,"Rissman, Barrett.pdf",899,please admit plaintiff is entitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff entitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"13. Please admit Plaintiff is entitled to receive benefits pursuant to personal or group 
health insurance policy, for medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
4,The Law Offices of Erick D. Martin.pdf,964,plaintiff received benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described i n the complaint,plaintiff received benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described i n complaint,"12. Plaintiff received benefits pursuant to a personal or group health insurance policy 
or policies, for medical bills alleged to have been incurred as a result of the incident described i n 
the Complaint."
4,The Law Offices of Erick D. Martin.pdf,965,plaintiff is e ntitled to receive benefits pursuant to a personal or group health insurance policy or policies for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy policies medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant  to a personal or group health 
insurance policy or policies, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
4,"Vecchio, Carrier, Feldman & Johannessen, P.A..pdf",993,plaintiff received benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"12. Plaintiff received benefits pursuant to personal or group health insurance policy, for medical bills  
alleged to have been incurred as a result of the incident described in the Complaint."
4,"Vecchio, Carrier, Feldman & Johannessen, P.A..pdf",994,plaintiff is e ntitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint,"13. Plaintiff is e ntitled to receive benefits pursuant to personal or group health insurance policy, for 
medical bills alleged to have been incurred as a result of the incident described in the Complaint."
5,"CAMERON,HODGES,COLEMAN.pdf",91,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat belushoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat belushoulder harness restraint system,"16. Plaintiff, at the time and place of the incident described in the Complaint, had
available a functional and operational seat belUshoulder harness restraint system."
5,"CAMERON,HODGES,COLEMAN.pdf",92,plaintiff at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff, at the time and place of the incident described in the Complaint, was not
using the available functional and operational seat belt(shoulder harness restraint system."
5,CONROY SIMBERG.pdf,129,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"16. Plaintiff, at the time and place of the incident described in the Complaint, 
had available a functional and operational seat belt/shoulder harness restraint system."
5,CONROY SIMBERG.pdf,130,plaintiff at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff, at the time and place of the incident described in the Complaint 
was not using the available functional and operational seat belt/shoulder harness restraint 
system."
5,"Evangelo, Brandt & Lippert, P.A..pdf",185,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"16. Plaintiff, at the time and place of the incident described in the Complaint, had available a 
functional and operational seat belt/shoulder harness restraint system."
5,"Evangelo, Brandt & Lippert, P.A..pdf",186,plaintiff at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff, at the time and place of the incident described in the Complaint, was not using 
the available functional and operational seat belt/shoulder harness restraint system."
5,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",242,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshould harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshould harness restraint system,"16. Plaintiff, at the time and place of the incident described in the 
Complaint, had available a functional and operational seat belt/should harness 
restraint system."
5,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",243,plaintiff at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshould harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshould harness restraint system,"17. Plaintiff, at the time and place of the incident described in the 
Complaint, was not using the available functional and operational seat belt/should 
harness restraint system."
5,"HILL & LemonGello, P.A..pdf",272,plaintiff at the time and place of the incident described in the amended complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described amended complaint available functional operational seat beltshoulder harness restraint system,"16.Plaintiff, at the time and place of the incident described in the Amended Complaint, had
available a functional and operational seat belt/shoulder harness restraint system."
5,"HILL & LemonGello, P.A..pdf",273,plaintiff at the time and place of the incident described in the amended complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described amended complaint using available functional operational seat beltshoulder harness restraint system,"17.Plaintiff, at the time and place of the incident described in the Amended Complaint was
not using the available functional and operational seat belt/shoulder harness restraint
system."
5,LAW OFFICE OF REBECCA WOLTJER.pdf,473,plaintiff  at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"18. Plaintiff , at the time and place of the incident described in  the Complaint, had 
available a functional and operational seat belt/shoulder harness restraint system."
5,LAW OFFICES OF DOLINA LORDEUS LASCAZE.pdf,655,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"22. Plaintiff, at the time and place of the incident described in the Complaint, had 
available a functional and operational seat belt/shoulder harness restraint system."
5,LAW OFFICES OF DOLINA LORDEUS LASCAZE.pdf,656,plaintiff at the time and place of the incident described in the complaint failed to use the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint failed use available functional operational seat beltshoulder harness restraint system,"23. Plaintiff, at the time and place of the incident described in the Complaint, failed to 
use the available functional and operational seat belt/shoulder harness restraint system."
5,Law Office of Bradley D. Martin.pdf,356,plaintiff  at the time and place of the incident described in the complaint had available a functio nal and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functio nal operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functio nal and operational seat belt/shoulder harness restraint system."
5,Law Office of Bradley D. Martin.pdf,357,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,Law Office of Jose C. Fernandez.pdf,413,plaintiff  at the time and place of the incident described in the complaint had available a functio nal and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functio nal operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functio nal and operational seat belt/shoulder harness restraint system."
5,Law Office of Jose C. Fernandez.pdf,414,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,Law Office of Robert J. Smith.pdf,508,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"22. Plaintiff,  at the time and place  of the incident  described in the Complaint, had available a 
functional and operational seat belt/shoulder harness restraint  system."
5,Law Office of Robert J. Smith.pdf,509,plaintiff at the time and place of the incident described in the complaint failed to use the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint failed use available functional operational seat beltshoulder harness restraint system,"23. Plaintiff,  at the time and place of the incident described in the Complaint, failed  to use the 
available functional and operational seat belt/shoulder harness  restraint system."
5,Law Office of Terryl Blackmon Walker.pdf,545,plaintiff  at the time and place of the incident described in the complaint had available a functio nal and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functio nal operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functio nal and operational seat belt/shoulder harness restraint system."
5,Law Office of Terryl Blackmon Walker.pdf,546,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,Law Office of Vivian M. Knapp.pdf,574,plaintiff  at the time and place of the incident described in the complaint had available a functio nal and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functio nal operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functio nal and operational seat belt/shoulder harness restraint system."
5,Law Office of Vivian M. Knapp.pdf,575,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,Law Offices of Angela M. Castronovo.pdf,628,plaintiff  at the time and place of the incident described in the complaint had available a functio nal and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functio nal operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functio nal and operational seat belt/shoulder harness restraint system."
5,Law Offices of Angela M. Castronovo.pdf,629,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,Law Offices of Michael W. Carrol.pdf,729,plaintiff  at the time and place of the incident described in the complaint had available a functio nal and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functio nal operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functio nal and operational seat belt/shoulder harness restraint system."
5,Law Offices of Michael W. Carrol.pdf,730,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,Law Offices of Sonya S. Wesner.pdf,777,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"16. Plaintiff, at the time and place of the incident described in the Complaint, had 
available a functional and operational seat belt/shoulder harness restraint system."
5,Law Offices of Sonya S. Wesner.pdf,778,plaintiff at the time and place of the incident described in the complaint waswere not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint waswere using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff, at the time and place of the incident described in the Complaint, was/were 
not using the available functional and operational seat belt/shoulder harness restraint system."
5,Law Offices of Tiffany Eisenberg.pdf,806,plaintiff  at the time and place of the incident described in the complaint had available a functio nal and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functio nal operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functio nal and operational seat belt/shoulder harness restraint system."
5,Law Offices of Tiffany Eisenberg.pdf,807,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,"Rissman, Barrett.pdf",902,please admit plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,please admit plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"16. Please admit Plaintiff, at the time and place of the incident described in the 
Complaint, had available a functional and operational seat belt/shoulder harness restraint system."
5,"Rissman, Barrett.pdf",903,please admit plaintiff at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,please admit plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Please admit Plaintiff, at the time and place of the incident described in the 
Complaint, was not using the available functional and operational seat belt/shoulder harness 
restraint system."
5,The Law Offices of Erick D. Martin.pdf,968,plaintiff  at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"16. Plaintiff , at the time and place of the incident described in the Complaint, had 
available a functional and operational seat belt/shoulder harness restraint system."
5,The Law Offices of Erick D. Martin.pdf,969,plaintiff  at the time and place of the incident described in the complaint was not using the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint using available functional operational seat beltshoulder harness restraint system,"17. Plaintiff , at the time and place of the incident described in the Complaint was not 
using the available functional and operational seat belt/shoulder harness restraint system."
5,"Vecchio, Carrier, Feldman & Johannessen, P.A..pdf",1003,plaintiff at the time and place of the incident described in the complaint had available a functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint available functional operational seat beltshoulder harness restraint system,"22. Plaintiff, at the time and place of the incident described in the Complaint, had available a 
functional and operational seat belt/shoulder harness restraint system."
5,"Vecchio, Carrier, Feldman & Johannessen, P.A..pdf",1004,plaintiff at the time and place of the incident described in the complaint failed to use the available functional and operational seat beltshoulder harness restraint system,plaintiff time place incident described complaint failed use available functional operational seat beltshoulder harness restraint system,"23. Plaintiff, at the time and place of the incident described in the Complaint, failed to use the 
available functional and operational seat belt/shoulder harness restraint system."
6,"CAMERON,HODGES,COLEMAN.pdf",82,plaintiff received benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"7. Plaintiff received benefits under the Personal Injury Protection portion of an
automobile insurance policy for loss of wages or income alleged to have been sustained as a result
of the incident described in the Complaint."
6,"CAMERON,HODGES,COLEMAN.pdf",83,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"8. Plaintiff is entitled to receive benefits under the Personal Injury Protection portion
of an automobile insurance policy for loss of wages or income alleged to have been sustained as a
result of the. incident described in the Complaint."
6,CONROY SIMBERG.pdf,120,plaintiff received benefits under the personal injury protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"7. Plaintiff received benefits under the Personal Injury Protection portion of the 
automobile insurance policy for loss of wages or income alleged to have been sustained 
as a result of the incident described in the Complaint."
6,CONROY SIMBERG.pdf,121,plaintiff is entitled to receive benefits under the personal injury protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"8. Plaintiff is entitled to receive benefits under the Personal Injury Protection 
portion of the automobile insurance policy for loss of wages or income alleged to have 
been sustained as a result of the incident described in the Complaint."
6,"DAVIS, GIARDINO, HRIVNAK & OKON, PLLC.pdf",162,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,12. Plaintiff received or is entitled to receive benefits under the Personal Injury Protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the Complaint.
6,"Evangelo, Brandt & Lippert, P.A..pdf",176,plaintiff received benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"7. Plaintiff received benefits under the Personal Injury Protection portion of an automobile 
insurance policy for loss of wages or income alleged to have been sustained as a result of 
the incident described in the Complaint."
6,"Evangelo, Brandt & Lippert, P.A..pdf",177,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"8. Plaintiff is entitled to receive benefits under the Personal Injury Protection portion of an 
automobile insurance policy for loss of wages or income alleged to have been sustained as 
a result of the incident described in the Complaint."
6,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",196,plaintiff received or is entitledto receive benefits under the personal injury protection portion of an automobile policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received entitledto receive benefits under personal injury protection portion automobile policy loss wages income alleged sustained result incident described complaint,"4. Plaintiff received or is entitled.to receive benefits under the Personal
Injury Protection portion of an automobile policy for loss of wages or income
alleged to have been sustained as a result of the incident described in the
Complaint."
6,"FLANAGAN & MANIOTIS, P.A..pdf",210,that you received or are entitled to receive benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,that received entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"6. That you received or are entitled to receive benefits under the Personal Injury 
Protection portion of an automobile insurance policy for loss of wages or income alleged to have 
been sustained as a result  of the incident described in the Complaint."
6,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",233,plaintiff received benefits under the personal injury protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint,"7. Plaintiff received benefits under the Personal Injury Protection portion 
of the automobile insurance policy for loss of wages or income alleged to have been 
sustained as a result of the incident described in the Complaint."
6,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",234,plaintiff is entitled to receive benefits under the personal injury protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complai nt,plaintiff entitled receive benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complai nt,"8. Plaintiff is entitled to receive benefits under the Personal Injury 
Protection portion of the automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the Complai nt."
